0|..\..\Server\maps\den.fomap|2/27/2018 9:45:57 PM|map_init|map_denbus|-1|1
0|..\..\Server\maps\den_bos.fomap|5/7/2015 8:38:57 PM|-|-|720|0
0|..\..\Server\maps\klamath.fomap|5/27/2018 10:51:23 PM|map_init|map_klamath|-1|1
0|..\..\Server\maps\klamath_canyon.fomap|5/7/2015 8:38:56 PM|-|-|-1|0
0|..\..\Server\maps\klam_rat1.fomap|12/20/2015 10:37:35 AM|-|-|-1|1
0|..\..\Server\maps\klam_rat2.fomap|12/20/2015 10:37:35 AM|-|-|-1|1
0|..\..\Server\maps\klam_rat3.fomap|12/20/2015 10:37:35 AM|-|-|-1|1
0|..\..\Server\maps\modoc.fomap|5/27/2018 10:51:23 PM|map_init|map_modoc|-1|1
0|..\..\Server\maps\vcity.fomap|2/27/2018 9:45:57 PM|map_init|map_vcity|-1|1
0|..\..\Server\maps\vcity_vault_1.fomap|6/26/2015 2:12:51 PM|map_init|map_vcity|720|1
0|..\..\Server\maps\vcity_vault_2.fomap|6/26/2015 2:12:51 PM|map_init|map_vcity|720|1
0|..\..\Server\maps\vcity_vault_3.fomap|6/26/2015 2:12:51 PM|map_init|map_vcity|720|1
0|..\..\Server\maps\vcity_hq.fomap|5/7/2015 8:38:57 PM|map_init|map_vcity_hq|720|0
0|..\..\Server\maps\gecko_settlement.fomap|8/23/2017 10:48:24 PM|map_init|map_gecko|-1|1
0|..\..\Server\maps\gecko_power_plant.fomap|6/26/2015 2:12:25 PM|-|-|-1|1
0|..\..\Server\maps\broken.fomap|5/27/2018 10:51:23 PM|map_init|map_broken|-1|1
0|..\..\Server\maps\broken_basement.fomap|5/7/2015 8:38:57 PM|-|-|0|0
0|..\..\Server\maps\broken_mine.fomap|5/7/2015 8:38:57 PM|-|-|0|1
0|..\..\Server\maps\broken_dungeon.fomap|5/7/2015 8:38:57 PM|-|-|0|0
0|..\..\Server\maps\newr1.fomap|10/2/2017 1:34:56 AM|-|-|-1|0
0|..\..\Server\maps\newr2.fomap|5/27/2018 10:51:23 PM|-|-|-1|0
0|..\..\Server\maps\newr3.fomap|8/23/2017 10:48:24 PM|-|-|-1|1
0|..\..\Server\maps\newr4.fomap|8/21/2017 8:32:37 PM|-|-|-1|0
0|..\..\Server\maps\newr_carstop.fomap|7/26/2015 9:09:30 PM|-|-|-1|0
0|..\..\Server\maps\newr_basem.fomap|6/26/2015 2:12:35 PM|-|-|0|1
0|..\..\Server\maps\newr_bishfloor1.fomap|6/26/2015 2:12:35 PM|-|-|-1|1
0|..\..\Server\maps\newr_bishfloor2.fomap|6/26/2015 2:12:35 PM|-|-|-1|1
0|..\..\Server\maps\newr_mordinohq.fomap|6/26/2015 2:12:35 PM|-|-|-1|1
0|..\..\Server\maps\newr_renoarms.fomap|6/26/2015 2:12:35 PM|-|-|-1|1
0|..\..\Server\maps\newr_sharkboxing.fomap|6/26/2015 2:12:37 PM|-|-|0|1
0|..\..\Server\maps\newr_wrightstill.fomap|5/7/2015 8:38:58 PM|-|-|-1|0
0|..\..\Server\maps\newr_sewer1.fomap|9/10/2017 1:41:31 PM|-|-|0|1
0|..\..\Server\maps\sad_enter.fomap|9/10/2018 11:23:49 PM|-|-|-1|1
0|..\..\Server\maps\sad_powersub.fomap|5/7/2015 8:38:59 PM|-|-|0|0
0|..\..\Server\maps\sad_level1.fomap|9/10/2018 11:23:49 PM|map_init|map_sad|0|1
0|..\..\Server\maps\sad_level2.fomap|8/16/2017 8:46:09 PM|map_init|map_sad|0|1
0|..\..\Server\maps\sad_level3.fomap|8/16/2017 8:46:09 PM|map_init|map_sad|0|1
0|..\..\Server\maps\sad_level4.fomap|8/16/2017 8:46:09 PM|map_init|map_sad|0|1
0|..\..\Server\maps\vault15_level0.fomap|5/7/2015 8:38:56 PM|-|-|-1|0
0|..\..\Server\maps\vault15_level1.fomap|6/15/2015 2:21:07 PM|-|-|0|0
0|..\..\Server\maps\vault15_level2.fomap|5/7/2015 8:38:59 PM|-|-|0|0
0|..\..\Server\maps\vault15_level3.fomap|5/7/2015 8:38:57 PM|-|-|0|0
0|..\..\Server\maps\ncr.fomap|8/28/2018 6:05:22 PM|map_init|map_ncr_downtown|-1|0
0|..\..\Server\maps\ncr_residence.fomap|5/27/2018 10:51:23 PM|map_init|map_ncr_downtown|-1|0
0|..\..\Server\maps\ncr_bos.fomap|9/2/2017 9:54:54 AM|-|-|720|0
0|..\..\Server\maps\cath_enter.fomap|9/25/2016 11:59:33 PM|map_init|map_cathedral|-1|1
0|..\..\Server\maps\cath_main.fomap|8/11/2016 8:46:50 PM|map_init|map_cathedral|-1|1
0|..\..\Server\maps\cath_level1.fomap|5/7/2015 8:38:58 PM|map_init|map_cathedral|-1|0
0|..\..\Server\maps\cath_level2.fomap|5/7/2015 8:38:56 PM|map_init|map_cathedral|-1|0
0|..\..\Server\maps\cath_level3.fomap|5/7/2015 8:38:57 PM|map_init|map_cathedral|-1|1
0|..\..\Server\maps\cathc1.fomap|6/26/2015 2:12:25 PM|map_init|map_cathedral|1300|1
0|..\..\Server\maps\cathc2.fomap|6/26/2015 2:12:25 PM|map_init|map_cathedral|1300|1
0|..\..\Server\maps\cathc3.fomap|6/26/2015 2:12:25 PM|map_init|map_cathedral|1300|1
0|..\..\Server\maps\cathc4.fomap|6/26/2015 2:12:25 PM|map_init|map_cathedral|1300|1
0|..\..\Server\maps\mariposa_enter.fomap|8/16/2017 8:46:09 PM|map_init|map_mariposa|-1|1
0|..\..\Server\maps\mariposa_level1.fomap|8/21/2017 8:32:36 PM|map_init|map_mariposa|0|1
0|..\..\Server\maps\mariposa_level2.fomap|8/21/2017 8:32:36 PM|map_init|map_mariposa|0|1
0|..\..\Server\maps\mariposa_level3.fomap|8/21/2017 8:32:36 PM|map_init|map_mariposa|0|1
0|..\..\Server\maps\mariposa_level4.fomap|8/16/2017 8:46:09 PM|map_init|map_mariposa|0|1
0|..\..\Server\maps\redding.fomap|5/27/2018 10:51:23 PM|map_init|map_redding|-1|1
0|..\..\Server\maps\redding_lost.fomap|8/6/2015 10:15:13 AM|map_init|map_redding_lost|-1|0
0|..\..\Server\maps\redding_mine.fomap|5/7/2015 8:38:56 PM|map_init|map_redding_mine|0|1
